CustomerID,first_purchase,last_purchase,lifetime_days,churned,segment,recency,frequency,monetary,rfm_score
14044,2010-01-24 15:14:00,2010-02-28 15:01:00,35,0,Loyal,29,2,486.72,9
14045,2010-01-08 10:08:00,2010-03-05 15:36:00,57,0,Loyal,23,2,726.0,11
14047,2010-02-01 10:05:00,2010-02-01 10:05:00,1,0,Loyal,56,1,528.24,6
14051,2009-12-03 11:53:00,2010-03-22 08:41:00,109,0,Champions,7,6,2980.02,15
14055,2009-12-16 15:11:00,2009-12-16 15:11:00,1,1,Lost,103,1,274.32,4
14057,2009-12-03 13:17:00,2009-12-03 13:17:00,1,1,Lost,116,1,119.54,3
14060,2010-03-11 09:47:00,2010-03-11 09:47:00,1,0,Loyal,18,1,167.75,6
14061,2009-12-01 18:03:00,2009-12-15 17:56:00,14,1,Lost,103,2,553.4300000000001,8
14062,2009-12-10 14:28:00,2010-03-15 16:35:00,96,0,Champions,13,4,4849.8,14
14063,2009-12-08 13:46:00,2010-01-22 11:28:00,45,0,Champions,66,7,9471.5,12
14064,2010-01-21 13:22:00,2010-02-28 14:03:00,39,0,Loyal,29,2,711.91,11
14068,2010-01-31 10:10:00,2010-02-28 15:05:00,29,0,Loyal,29,2,724.73,11
14070,2010-01-24 12:27:00,2010-01-24 12:27:00,1,0,Loyal,64,1,321.6,5
14072,2010-02-11 12:31:00,2010-02-11 12:31:00,1,0,Loyal,46,1,390.85,6
14074,2010-03-26 13:55:00,2010-03-26 13:55:00,1,0,Loyal,3,1,219.39999999999998,8
14078,2010-03-28 15:05:00,2010-03-28 15:05:00,1,0,Loyal,1,1,364.47,9
14079,2010-01-26 17:19:00,2010-01-26 17:19:00,1,0,Loyal,61,1,243.63,5
14080,2009-12-02 15:01:00,2010-03-21 11:32:00,109,0,Loyal,8,3,694.65,13
14081,2009-12-10 18:27:00,2010-02-22 17:21:00,74,0,Champions,34,6,2372.55,13
14083,2009-12-18 11:34:00,2009-12-18 11:34:00,1,1,Lost,101,1,64.17,3
14085,2009-12-08 13:41:00,2010-03-25 14:43:00,108,0,Champions,4,7,2627.32,15
14087,2009-12-04 15:27:00,2009-12-04 15:27:00,1,1,Lost,114,1,235.44,4
14091,2010-01-10 13:41:00,2010-02-23 15:17:00,45,0,Champions,33,2,9530.08,12
14092,2009-12-16 16:24:00,2010-02-23 14:56:00,69,0,Loyal,34,3,714.0400000000001,11
14095,2009-12-17 12:49:00,2009-12-17 12:49:00,1,1,Lost,102,1,2.95,3
14097,2010-03-04 10:46:00,2010-03-04 10:46:00,1,0,Loyal,25,1,132.0,6
14099,2009-12-10 11:55:00,2010-01-29 14:37:00,51,0,Loyal,59,2,796.46,10
14101,2010-03-28 13:36:00,2010-03-28 13:36:00,1,0,Loyal,1,1,656.72,10
14105,2009-12-18 16:57:00,2009-12-18 16:57:00,1,1,Lost,100,1,646.3000000000001,6
14106,2009-12-02 14:09:00,2009-12-02 14:09:00,1,1,Lost,117,1,214.79999999999998,4
14107,2009-12-09 14:20:00,2009-12-09 14:20:00,1,1,Lost,110,1,163.26,3
14108,2009-12-01 18:07:00,2009-12-08 15:25:00,7,1,Lost,110,2,447.05,8
14110,2009-12-01 09:50:00,2010-03-26 11:26:00,116,0,Champions,3,5,1605.2900000000002,15
14112,2010-02-23 14:16:00,2010-02-23 14:16:00,1,0,Loyal,34,1,1033.55,8
14113,2009-12-08 07:42:00,2010-02-16 14:35:00,71,0,Champions,41,5,1421.19,13
14115,2010-02-11 11:44:00,2010-02-11 11:44:00,1,0,Loyal,46,1,117.80000000000001,4
14119,2009-12-21 14:52:00,2009-12-21 14:52:00,1,1,Lost,98,1,66.48,3
14122,2009-12-02 14:22:00,2009-12-11 10:37:00,9,1,Lost,108,2,131.58999999999997,6
14123,2009-12-06 15:35:00,2009-12-06 15:35:00,1,1,Lost,112,1,436.18,5
14130,2009-12-11 16:33:00,2009-12-11 16:33:00,1,1,Lost,107,1,339.87,5
14131,2010-03-01 11:59:00,2010-03-01 11:59:00,1,0,Loyal,28,1,168.22,5
14133,2009-12-06 12:10:00,2009-12-06 12:10:00,1,1,Lost,113,1,305.5,4
14134,2009-12-10 09:25:00,2010-02-23 10:49:00,76,0,Champions,34,4,2805.14,13
14135,2009-12-02 08:58:00,2010-03-04 13:53:00,93,0,Loyal,25,3,1942.28,13
14136,2009-12-08 09:19:00,2010-03-05 12:42:00,88,0,Loyal,24,3,909.23,12
14137,2010-01-13 12:30:00,2010-01-13 12:30:00,1,0,Lost,75,1,332.7,4
14142,2010-03-03 15:13:00,2010-03-03 15:13:00,1,0,Loyal,25,1,359.53000000000003,8
14146,2010-01-13 16:04:00,2010-03-16 11:54:00,62,0,Champions,13,4,1433.61,14
14147,2010-03-09 13:43:00,2010-03-09 13:43:00,1,0,Loyal,20,1,248.2,7
14151,2009-12-23 10:54:00,2010-02-04 15:35:00,44,0,Loyal,52,2,679.45,10
14152,2010-02-18 13:57:00,2010-02-18 13:57:00,1,0,Loyal,39,1,301.31,6
14154,2010-01-13 12:47:00,2010-01-13 12:47:00,1,0,Lost,75,1,530.34,5
14157,2010-03-03 16:49:00,2010-03-03 16:49:00,1,0,Loyal,25,1,152.85,6
14159,2009-12-03 12:31:00,2010-03-19 11:05:00,106,0,Champions,10,4,1161.63,15
14160,2010-01-10 12:06:00,2010-03-23 12:44:00,73,0,Champions,6,6,7238.09,15
14161,2009-12-13 11:46:00,2010-03-14 12:37:00,92,0,Loyal,15,2,933.7,12
14166,2010-03-23 15:10:00,2010-03-23 15:10:00,1,0,Loyal,6,1,110.0,7
14167,2010-01-27 16:07:00,2010-03-25 15:00:00,57,0,Loyal,4,2,324.3,11
14171,2009-12-09 13:50:00,2009-12-09 13:50:00,1,1,Lost,110,1,135.0,3
14172,2010-03-07 10:58:00,2010-03-11 13:16:00,5,0,Loyal,18,2,132.25,9
14173,2009-12-09 12:46:00,2010-03-08 13:24:00,90,0,Loyal,21,2,135.16,9
14175,2010-03-22 10:43:00,2010-03-22 10:43:00,1,0,Loyal,7,1,851.96,10
14177,2010-02-26 11:59:00,2010-02-26 12:04:00,1,0,Loyal,31,2,472.49,10
14186,2010-03-05 11:17:00,2010-03-05 11:17:00,1,0,Loyal,24,1,204.34,7
14190,2010-02-11 14:27:00,2010-02-11 14:27:00,1,0,Loyal,46,1,79.9,4
14191,2009-12-11 10:48:00,2009-12-11 10:48:00,1,1,Lost,108,1,15.9,3
14194,2010-01-06 12:16:00,2010-03-03 12:02:00,56,0,Loyal,26,3,1509.39,12
14195,2010-03-15 17:12:00,2010-03-15 17:12:00,1,0,Loyal,13,1,807.2,9
14198,2010-01-05 10:07:00,2010-02-17 11:05:00,44,0,Loyal,40,2,282.89,9
14202,2010-03-25 10:36:00,2010-03-25 10:36:00,1,0,Loyal,4,1,241.20000000000002,8
14204,2009-12-02 13:26:00,2009-12-02 13:26:00,1,1,Lost,117,1,371.27000000000004,5
14205,2010-03-07 12:20:00,2010-03-07 12:20:00,1,0,Loyal,22,1,232.65,7
14207,2010-01-21 09:33:00,2010-01-21 09:33:00,1,0,Lost,67,1,157.8,4
14209,2010-01-22 10:28:00,2010-03-11 18:46:00,49,0,Loyal,17,2,592.35,12
14210,2010-01-06 10:17:00,2010-03-16 15:02:00,70,0,Loyal,13,2,1082.64,12
14211,2009-12-09 12:48:00,2010-01-26 11:32:00,48,0,Loyal,62,2,408.40000000000003,9
14215,2009-12-08 09:35:00,2010-01-21 08:22:00,44,0,Loyal,67,2,1259.11,11
14225,2010-01-12 15:02:00,2010-01-12 15:02:00,1,0,Lost,76,1,643.5,6
14227,2010-02-08 09:38:00,2010-02-08 09:38:00,1,0,Loyal,49,1,438.03,6
14233,2010-03-05 16:35:00,2010-03-05 16:35:00,1,0,Loyal,23,1,425.3,8
14238,2009-12-05 10:58:00,2010-02-15 11:39:00,73,0,Loyal,42,2,287.38,9
14239,2009-12-05 12:36:00,2010-02-21 12:43:00,79,0,Champions,36,5,693.09,12
14241,2010-01-12 15:11:00,2010-01-12 15:11:00,1,0,Lost,76,1,120.0,3
14244,2010-02-17 11:40:00,2010-02-17 11:40:00,1,0,Loyal,40,1,366.41999999999996,7
14249,2010-01-29 14:21:00,2010-03-18 12:35:00,48,0,Loyal,11,3,1337.64,14
14253,2010-03-26 15:08:00,2010-03-26 15:08:00,1,0,Loyal,3,1,205.35000000000002,8
14256,2010-01-14 10:35:00,2010-01-14 10:35:00,1,0,Lost,74,1,940.3000000000001,7
14257,2010-03-01 15:36:00,2010-03-01 15:36:00,1,0,Loyal,27,1,1189.34,9
14258,2009-12-04 08:36:00,2010-03-18 10:22:00,105,0,Champions,11,5,8143.58,15
14274,2010-01-22 12:51:00,2010-01-22 12:51:00,1,0,Loyal,66,1,256.6,5
14276,2010-02-17 13:10:00,2010-02-17 13:10:00,1,0,Loyal,40,1,307.89,6
14277,2009-12-13 15:43:00,2010-01-13 14:48:00,31,0,Lost,75,2,587.87,9
14279,2010-01-27 16:34:00,2010-01-27 16:34:00,1,0,Loyal,60,1,110.5,4
14282,2010-02-15 11:22:00,2010-02-15 11:22:00,1,0,Loyal,42,1,897.0,8
14284,2010-02-24 12:06:00,2010-02-24 12:06:00,1,0,Loyal,33,1,704.4,8
14285,2009-12-08 14:13:00,2010-02-19 09:36:00,73,0,Loyal,38,2,427.84999999999997,10
14286,2009-12-04 08:40:00,2010-03-10 10:51:00,97,0,Champions,19,3,2613.02,13
14290,2009-12-08 11:44:00,2010-03-08 10:49:00,90,0,Loyal,21,2,1385.1100000000001,13
14291,2009-12-09 10:46:00,2010-03-28 13:38:00,110,0,Loyal,1,2,1439.88,14
14292,2010-03-19 11:10:00,2010-03-19 11:10:00,1,0,Loyal,10,1,704.58,10
14293,2009-12-10 10:57:00,2010-01-21 15:02:00,43,0,Loyal,67,3,1259.35,11
14295,2009-12-08 09:49:00,2009-12-09 13:06:00,2,1,Lost,110,2,598.85,9
14298,2009-12-11 13:49:00,2010-03-04 10:40:00,83,0,Champions,25,8,7107.61,14
14299,2009-12-02 10:58:00,2010-03-18 11:28:00,107,0,Champions,11,6,3941.8,15
14301,2010-02-11 13:07:00,2010-02-11 13:07:00,1,0,Loyal,46,1,307.25,5
14302,2009-12-02 08:16:00,2010-02-15 09:20:00,76,0,Loyal,42,2,471.25,10
14306,2010-01-31 13:42:00,2010-01-31 13:42:00,1,0,Loyal,57,1,302.08,5
14307,2009-12-07 13:06:00,2010-03-22 16:04:00,106,0,Loyal,6,3,1036.76,13
14315,2010-03-15 12:49:00,2010-03-15 12:49:00,1,0,Loyal,14,1,365.43,8
14316,2010-03-19 15:18:00,2010-03-19 15:18:00,1,0,Loyal,9,1,385.38,9
14320,2010-01-21 11:44:00,2010-02-16 12:22:00,27,0,Loyal,41,2,562.21,10
14322,2010-02-18 08:49:00,2010-03-12 09:15:00,23,0,Loyal,17,2,153.60000000000002,9
14324,2010-01-15 13:31:00,2010-01-15 13:31:00,1,0,Lost,73,1,361.81,6
14327,2010-01-08 14:04:00,2010-03-19 14:47:00,71,0,Loyal,10,3,945.32,13
14329,2009-12-16 15:31:00,2010-02-26 10:11:00,72,0,Loyal,31,3,1308.08,12
14330,2010-03-26 09:10:00,2010-03-26 09:10:00,1,0,Loyal,3,1,200.63,8
14341,2009-12-01 12:20:00,2010-03-24 10:03:00,113,0,Champions,5,5,1241.61,15
14343,2010-01-18 16:47:00,2010-03-15 15:33:00,56,0,Loyal,13,2,719.39,12
14344,2010-03-23 15:47:00,2010-03-23 15:47:00,1,0,Loyal,5,1,355.62,9
14347,2009-12-03 10:49:00,2009-12-03 10:49:00,1,1,Lost,116,1,82.6,3
14355,2010-03-22 15:08:00,2010-03-22 15:08:00,1,0,Loyal,7,1,301.14,8
14365,2010-01-27 09:44:00,2010-01-27 09:44:00,1,0,Loyal,61,1,324.5,5
14369,2010-02-16 10:28:00,2010-03-07 15:47:00,20,0,Loyal,21,2,469.13,11
14370,2010-02-01 08:35:00,2010-03-24 10:00:00,52,0,Loyal,5,2,566.4,12
14376,2010-01-25 15:36:00,2010-01-25 15:36:00,1,0,Loyal,62,1,215.46,5
14378,2010-03-28 12:22:00,2010-03-28 12:22:00,1,0,Loyal,1,1,131.25,7
14380,2010-01-26 17:11:00,2010-01-26 17:11:00,1,0,Loyal,61,1,48.96,4
14388,2010-01-20 11:54:00,2010-03-04 14:27:00,44,0,Loyal,25,2,756.84,12
14396,2009-12-02 14:21:00,2010-02-28 14:34:00,89,0,Champions,29,4,1140.19,13
14399,2010-02-03 13:09:00,2010-03-16 16:01:00,42,0,Loyal,12,2,677.55,12
14400,2010-03-18 12:11:00,2010-03-18 12:11:00,1,0,Loyal,11,1,656.25,10
14401,2009-12-14 13:22:00,2010-03-01 13:29:00,78,0,Champions,28,4,1336.94,13
14402,2010-02-25 13:20:00,2010-02-25 13:20:00,1,0,Loyal,32,1,285.6,6
14403,2010-03-10 14:00:00,2010-03-10 14:00:00,1,0,Loyal,19,1,176.39999999999998,6
14404,2009-12-20 14:40:00,2010-03-08 10:15:00,78,0,Loyal,21,4,694.7,13
14408,2009-12-07 12:18:00,2010-03-19 15:40:00,103,0,Loyal,9,2,730.44,13
14413,2010-01-19 14:27:00,2010-01-26 16:29:00,8,0,Loyal,61,2,465.5,9
14415,2009-12-16 14:08:00,2010-02-12 14:46:00,59,0,Loyal,45,2,1187.32,12
14420,2010-01-17 12:41:00,2010-01-17 12:41:00,1,0,Lost,71,1,400.8,6
14421,2010-01-17 11:30:00,2010-01-25 13:21:00,9,0,Loyal,63,2,1021.5,10
14422,2009-12-17 12:12:00,2010-03-11 13:30:00,85,0,Champions,18,4,1481.18,14
14423,2010-01-14 11:49:00,2010-01-14 11:49:00,1,0,Lost,74,1,244.79999999999998,5
14425,2009-12-02 11:31:00,2009-12-17 11:53:00,16,1,Lost,102,2,422.29,8
14426,2010-03-04 14:36:00,2010-03-04 14:36:00,1,0,Loyal,25,1,437.24,8
14427,2010-03-18 09:49:00,2010-03-18 09:49:00,1,0,Loyal,11,1,595.1,10
14431,2010-01-21 10:49:00,2010-01-21 10:49:00,1,0,Lost,67,1,537.25,6
14439,2010-01-21 14:01:00,2010-01-25 09:48:00,4,0,Loyal,63,2,3939.08,11
14440,2009-12-02 12:13:00,2010-03-03 11:08:00,91,0,Loyal,26,3,1859.15,12
14441,2010-01-18 10:40:00,2010-01-18 10:40:00,1,0,Lost,70,1,369.44,6
14442,2010-01-18 12:59:00,2010-01-18 12:59:00,1,0,Lost,70,1,838.75,7
14451,2010-01-17 10:35:00,2010-03-21 10:49:00,64,0,Loyal,8,3,602.13,13
14454,2009-12-06 12:56:00,2010-02-07 12:15:00,63,0,Loyal,50,2,323.9,8
14459,2010-02-26 13:26:00,2010-02-26 13:26:00,1,0,Loyal,31,1,3537.821,9
14460,2009-12-15 19:06:00,2010-02-09 15:45:00,56,0,Loyal,47,2,221.4,8
14461,2010-01-18 12:48:00,2010-01-18 12:48:00,1,0,Lost,70,1,305.44,5
14464,2010-03-22 15:20:00,2010-03-22 15:20:00,1,0,Loyal,6,1,60.0,7
14465,2010-01-07 15:03:00,2010-03-16 16:24:00,69,0,Champions,12,4,969.24,13
14466,2009-12-13 15:44:00,2010-02-28 10:25:00,77,0,Loyal,29,4,892.3,12
14467,2009-12-02 12:44:00,2010-03-16 12:34:00,104,0,Loyal,13,2,250.19,10
14468,2009-12-06 12:21:00,2009-12-06 12:21:00,1,1,Lost,113,1,204.24,4
14469,2010-01-29 11:12:00,2010-01-29 11:12:00,1,0,Loyal,59,1,421.45,6
14471,2009-12-07 12:26:00,2009-12-07 12:26:00,1,1,Lost,112,1,208.82999999999998,4
14472,2010-01-19 13:09:00,2010-01-19 13:09:00,1,0,Lost,69,1,266.05,5
14477,2010-01-04 15:41:00,2010-01-04 15:41:00,1,0,Lost,83,1,165.0,3
14478,2009-12-01 13:20:00,2010-01-26 13:06:00,56,0,Loyal,62,2,578.68,10
14479,2009-12-06 13:48:00,2009-12-06 13:48:00,1,1,Lost,113,1,355.13,5
14480,2009-12-21 16:32:00,2009-12-21 16:32:00,1,1,Lost,97,1,303.85,4
14481,2010-01-31 12:43:00,2010-01-31 12:43:00,1,0,Loyal,57,1,401.32,6
14483,2009-12-03 10:16:00,2009-12-03 10:16:00,1,1,Lost,116,1,120.0,3
14484,2009-12-17 10:57:00,2010-03-12 10:30:00,85,0,Loyal,17,2,528.6800000000001,11
14493,2010-03-08 08:33:00,2010-03-08 08:33:00,1,0,Loyal,21,1,553.7,8
14494,2009-12-08 13:25:00,2009-12-08 13:25:00,1,1,Lost,111,1,114.3,3
14495,2010-02-18 08:49:00,2010-02-18 08:49:00,1,0,Loyal,39,1,51.0,5
14496,2010-03-16 13:15:00,2010-03-16 13:15:00,1,0,Loyal,13,1,754.26,9
14497,2010-02-04 09:59:00,2010-02-04 09:59:00,1,0,Loyal,53,1,221.69,5
14505,2009-12-09 14:48:00,2010-02-21 12:25:00,74,0,Loyal,36,3,1689.52,12
14507,2009-12-10 17:04:00,2010-02-28 12:16:00,80,0,Loyal,29,2,392.9,10
14512,2009-12-07 13:49:00,2009-12-07 13:49:00,1,1,Lost,112,1,153.28,3
14514,2009-12-13 13:21:00,2010-01-25 13:22:00,44,0,Loyal,63,2,1365.19,11
14519,2009-12-11 10:40:00,2010-01-25 11:18:00,46,0,Loyal,63,2,203.14,8
14522,2010-01-24 13:55:00,2010-03-25 12:12:00,60,0,Loyal,4,3,661.5400000000001,13
14525,2009-12-13 14:01:00,2010-02-16 13:53:00,65,0,Loyal,41,3,760.54,11
14530,2010-01-21 11:25:00,2010-03-22 15:47:00,61,0,Loyal,6,3,610.05,13
14532,2010-01-10 11:47:00,2010-03-14 12:05:00,64,0,Loyal,15,3,1196.38,13
14534,2010-03-15 14:16:00,2010-03-15 14:16:00,1,0,Loyal,14,1,371.7,8
14535,2010-02-24 15:03:00,2010-03-25 14:22:00,29,0,Loyal,4,2,1373.64,14
14537,2010-03-26 13:44:00,2010-03-26 13:44:00,1,0,Loyal,3,1,285.84000000000003,8
14538,2010-01-25 15:42:00,2010-01-25 15:42:00,1,0,Loyal,62,1,452.6,6
14540,2009-12-07 13:00:00,2010-02-01 15:23:00,57,0,Loyal,55,4,1101.81,11
14541,2010-01-07 11:59:00,2010-03-22 08:07:00,74,0,Loyal,7,3,467.58000000000004,12
14543,2009-12-01 13:47:00,2010-03-23 15:06:00,113,0,Champions,6,7,3246.5,15
14545,2010-02-03 15:23:00,2010-02-03 15:23:00,1,0,Loyal,53,1,349.25,6
14546,2009-12-06 13:10:00,2010-02-07 11:48:00,63,0,Loyal,50,2,1027.64,10
14548,2009-12-06 14:00:00,2009-12-06 14:06:00,1,1,Lost,113,2,596.18,9
14549,2009-12-02 14:06:00,2009-12-02 14:06:00,1,1,Lost,117,1,313.27,4
14551,2010-01-27 12:06:00,2010-01-27 12:06:00,1,0,Loyal,61,1,148.85,4
14555,2009-12-18 11:39:00,2009-12-18 11:39:00,1,1,Lost,101,1,290.65,4
14556,2010-01-20 11:49:00,2010-02-24 16:15:00,36,0,Loyal,32,2,481.98,10
14558,2009-12-08 10:41:00,2010-02-23 12:51:00,78,0,Loyal,34,3,655.5,11
14560,2009-12-02 10:15:00,2010-03-04 12:31:00,93,0,Champions,25,8,1919.8,14
14562,2010-02-07 14:10:00,2010-03-08 13:48:00,29,0,Loyal,21,2,462.28000000000003,11
14564,2009-12-04 09:27:00,2009-12-04 09:27:00,1,1,Lost,115,1,989.18,6
14572,2010-03-28 13:47:00,2010-03-28 13:47:00,1,0,Loyal,1,1,379.04,9
14573,2010-01-08 16:34:00,2010-01-08 16:34:00,1,0,Lost,79,1,236.8,4
14574,2009-12-07 12:42:00,2009-12-07 12:42:00,1,1,Lost,112,1,143.70000000000002,3
14577,2009-12-11 12:09:00,2010-01-27 12:11:00,48,0,Loyal,61,2,320.79,8
14584,2010-02-17 14:01:00,2010-03-19 16:24:00,31,0,Loyal,9,2,392.65999999999997,12
14590,2009-12-07 14:10:00,2010-03-23 14:29:00,107,0,Champions,6,10,1485.25,15
14593,2009-12-09 12:57:00,2010-03-03 11:51:00,84,0,Champions,26,5,1190.05,13
14595,2010-01-20 13:59:00,2010-01-20 13:59:00,1,0,Lost,68,1,202.35,5
14596,2010-03-23 12:13:00,2010-03-23 12:13:00,1,0,Loyal,6,1,222.22000000000003,8
14602,2010-02-21 15:47:00,2010-02-21 15:47:00,1,0,Loyal,35,1,205.35999999999999,6
14604,2010-03-16 13:00:00,2010-03-16 13:00:00,1,0,Loyal,13,1,143.85999999999999,6
14605,2009-12-08 13:59:00,2009-12-08 14:01:00,1,1,Lost,111,2,208.6,7
14606,2009-12-03 12:40:00,2010-03-24 11:19:00,111,0,Champions,5,32,6190.75,15
14607,2009-12-15 11:25:00,2010-03-19 13:17:00,95,0,Champions,10,5,6360.77,15
14608,2009-12-06 12:34:00,2009-12-10 15:30:00,5,1,Lost,108,2,581.22,9
14609,2010-02-09 09:48:00,2010-02-09 09:48:00,1,0,Loyal,48,1,53.28,4
14613,2010-01-28 13:02:00,2010-01-28 13:02:00,1,0,Loyal,60,1,76.32000000000001,4
14621,2010-01-25 09:08:00,2010-01-25 09:08:00,1,0,Loyal,63,1,518.35,6
14625,2009-12-16 13:23:00,2010-01-28 09:09:00,43,0,Loyal,60,2,1034.07,10
14626,2009-12-10 14:57:00,2010-01-07 11:23:00,28,0,Lost,81,2,768.98,9
14628,2010-01-25 14:40:00,2010-03-08 08:42:00,42,0,Loyal,21,2,693.73,12
14637,2010-01-31 15:52:00,2010-01-31 15:52:00,1,0,Loyal,56,1,106.67999999999999,4
14639,2010-02-16 12:35:00,2010-02-16 12:35:00,1,0,Loyal,41,1,745.47,8
14640,2010-01-22 15:44:00,2010-03-25 10:04:00,62,0,Loyal,4,2,807.1,13
14643,2009-12-11 11:52:00,2010-03-22 15:49:00,102,0,Loyal,6,2,661.48,13
14644,2009-12-03 16:24:00,2009-12-03 16:24:00,1,1,Lost,115,1,338.5,5
14645,2010-03-15 11:33:00,2010-03-15 11:33:00,1,0,Loyal,14,1,279.8,7
14648,2009-12-10 13:59:00,2010-03-18 13:08:00,98,0,Loyal,11,4,675.13,14
14649,2010-01-20 13:10:00,2010-03-05 13:24:00,45,0,Loyal,24,2,913.72,12
14651,2010-03-18 11:39:00,2010-03-18 11:42:00,1,0,Loyal,11,2,376.85,12
14653,2009-12-02 11:51:00,2010-01-26 16:29:00,56,0,Loyal,61,3,1125.45,11
14654,2009-12-01 12:57:00,2009-12-01 12:57:00,1,1,Lost,118,1,246.86,4
14662,2009-12-03 16:47:00,2010-03-17 11:21:00,104,0,Loyal,12,2,218.25,10
14667,2009-12-02 12:38:00,2010-03-15 13:45:00,104,0,Champions,14,8,2830.2,14
14669,2009-12-02 13:06:00,2010-03-16 09:39:00,104,0,Champions,13,4,1957.54,14
14670,2009-12-07 13:59:00,2009-12-07 13:59:00,1,1,Lost,112,1,190.47,3
14672,2010-01-28 11:33:00,2010-01-28 11:33:00,1,0,Loyal,60,1,155.86,4
14676,2010-03-10 09:30:00,2010-03-10 09:30:00,1,0,Loyal,19,1,655.92,10
14679,2009-12-08 17:13:00,2009-12-08 17:13:00,1,1,Lost,110,1,438.74,6
14681,2010-02-24 08:54:00,2010-03-05 12:57:00,10,0,Loyal,24,2,168.0,9
14682,2010-02-05 14:47:00,2010-03-25 17:06:00,49,0,Loyal,3,2,469.22,12
14685,2009-12-13 11:32:00,2010-03-25 13:43:00,103,0,Champions,4,7,3795.94,15
14686,2010-02-18 18:29:00,2010-02-18 18:33:00,1,0,Loyal,38,2,302.92,9
14695,2009-12-07 11:05:00,2009-12-07 13:07:00,1,1,Lost,112,2,911.6800000000001,9
14701,2010-01-24 12:15:00,2010-01-24 12:15:00,1,0,Loyal,64,1,472.18,7
14702,2009-12-10 20:22:00,2010-03-18 19:29:00,98,0,Champions,10,4,1292.09,15
14704,2010-03-25 17:21:00,2010-03-25 17:21:00,1,0,Loyal,3,1,112.14,8
14709,2009-12-05 15:26:00,2010-03-22 13:30:00,107,0,Champions,7,4,1309.75,15
14710,2009-12-03 17:12:00,2009-12-09 17:27:00,7,1,Lost,109,2,73.5,6
14713,2009-12-03 19:22:00,2010-03-11 19:24:00,99,0,Loyal,17,3,578.9399999999999,12
14714,2010-01-21 11:51:00,2010-01-21 11:51:00,1,0,Lost,67,1,149.0,5
14715,2010-01-19 12:18:00,2010-01-19 12:18:00,1,0,Lost,69,1,286.43,6
14717,2009-12-06 13:05:00,2009-12-06 13:05:00,1,1,Lost,113,1,81.3,4
14723,2009-12-04 11:22:00,2009-12-04 11:22:00,1,1,Lost,115,1,141.63,4
14726,2010-02-23 12:35:00,2010-02-23 12:35:00,1,0,Loyal,34,1,116.5,6
14729,2010-03-24 13:30:00,2010-03-24 13:35:00,1,0,Loyal,5,2,272.75,11
14732,2009-12-09 10:48:00,2010-02-25 18:44:00,79,0,Champions,31,6,1327.19,13
14735,2009-12-04 11:32:00,2010-03-28 15:12:00,115,0,Champions,1,8,1922.6000000000001,15
14738,2009-12-07 10:21:00,2009-12-07 10:21:00,1,1,Lost,112,1,311.2,5
14739,2009-12-02 13:23:00,2010-03-23 12:20:00,111,0,Champions,6,6,2949.12,15
14740,2010-02-25 11:40:00,2010-03-04 15:39:00,8,0,Loyal,24,2,429.82,11
14745,2010-03-12 10:33:00,2010-03-12 10:33:00,1,0,Loyal,17,1,415.3,9
14748,2010-03-04 17:08:00,2010-03-04 17:08:00,1,0,Loyal,24,1,363.56,9
14750,2009-12-03 17:57:00,2009-12-03 17:57:00,1,1,Lost,115,1,112.03,4
14751,2009-12-13 14:08:00,2010-01-24 13:37:00,42,0,Loyal,64,2,126.45,7
14754,2010-01-18 11:04:00,2010-01-18 11:04:00,1,0,Lost,70,1,356.61,7
14755,2009-12-03 16:51:00,2010-03-01 15:21:00,88,0,Champions,27,5,1411.4,13
14762,2010-03-23 15:36:00,2010-03-23 15:36:00,1,0,Loyal,5,1,117.05000000000001,8
14769,2009-12-16 09:17:00,2010-03-23 09:43:00,98,0,Champions,6,4,2141.37,15
14770,2010-02-25 18:58:00,2010-02-25 18:58:00,1,0,Loyal,31,1,936.28,9
14771,2009-12-03 09:44:00,2010-03-28 12:52:00,116,0,Loyal,1,2,594.62,13
14783,2010-02-18 16:16:00,2010-02-18 16:16:00,1,0,Loyal,38,1,307.3,7
14790,2009-12-11 14:37:00,2009-12-20 13:47:00,9,1,Lost,99,2,567.96,8
14796,2009-12-14 15:06:00,2010-03-19 14:16:00,95,0,Loyal,10,3,622.0500000000001,13
14798,2010-03-01 08:38:00,2010-03-01 08:38:00,1,0,Loyal,28,1,187.37,6
14799,2009-12-02 11:18:00,2009-12-02 11:18:00,1,1,Lost,117,1,180.45,4
14805,2010-03-28 12:34:00,2010-03-28 12:34:00,1,0,Loyal,1,1,197.78,9
14807,2010-02-28 11:33:00,2010-02-28 11:33:00,1,0,Loyal,29,1,349.64,8
14817,2010-03-22 12:10:00,2010-03-22 12:10:00,1,0,Loyal,7,1,546.03,10
14818,2010-03-02 12:48:00,2010-03-02 12:48:00,1,0,Loyal,27,1,105.55,6
14819,2009-12-21 15:54:00,2009-12-21 15:54:00,1,1,Lost,97,1,29.79,4
14820,2010-01-31 12:49:00,2010-01-31 12:49:00,1,0,Loyal,57,1,115.2,5
14821,2010-02-01 13:33:00,2010-03-18 07:31:00,45,0,Loyal,11,3,293.65,11
14824,2010-03-12 13:07:00,2010-03-12 13:07:00,1,0,Loyal,17,1,795.5,10
14826,2010-01-13 13:08:00,2010-01-13 13:08:00,1,0,Lost,75,1,177.9,4
14828,2009-12-07 11:19:00,2010-03-10 10:54:00,93,0,Champions,19,4,3305.84,14
