CustomerID,recency,frequency,monetary,monetary_log,frequency_log,r_score,f_score,m_score,rfm_score,cluster,segment,bayesian_churn_prob
14063,66,7,9471.5,9.156148142892755,2.0794415416798357,2,5,5,12,3,Champions,0.5
14064,29,2,711.91,6.569355185237995,1.0986122886681096,3,4,4,11,1,Loyal,0.5
14068,29,2,724.73,6.587178044826087,1.0986122886681096,3,4,4,11,1,Loyal,0.5
14070,64,1,321.6,5.776413165691109,0.6931471805599453,2,1,2,5,2,Loyal,0.5
14072,46,1,390.85,5.9708791134988735,0.6931471805599453,2,1,3,6,2,Loyal,0.5
14074,3,1,219.39999999999998,5.39544407727876,0.6931471805599453,5,1,2,8,2,Loyal,0.5
14078,1,1,364.47,5.901184196477774,0.6931471805599453,5,1,3,9,2,Loyal,0.5
14079,61,1,243.63,5.499746864955492,0.6931471805599453,2,1,2,5,2,Loyal,0.5
14080,8,3,694.65,6.544846660287885,1.3862943611198906,5,4,4,13,1,Loyal,0.5
14081,34,6,2372.55,7.77214200370587,1.9459101490553132,3,5,5,13,3,Champions,0.5
14083,101,1,64.17,4.176999240344289,0.6931471805599453,1,1,1,3,0,Lost,0.625
14085,4,7,2627.32,7.874100137792889,2.0794415416798357,5,5,5,15,3,Champions,0.5
14087,114,1,235.44,5.465694475956169,0.6931471805599453,1,1,2,4,0,Lost,0.5
14091,33,2,9530.08,9.162313316565184,1.0986122886681096,3,4,5,12,3,Champions,0.5
14092,34,3,714.0400000000001,6.572338485185141,1.3862943611198906,3,4,4,11,1,Loyal,0.5
14095,102,1,2.95,1.3737155789130306,0.6931471805599453,1,1,1,3,0,Lost,0.5
14097,25,1,132.0,4.890349128221754,0.6931471805599453,4,1,1,6,2,Loyal,0.4
14099,59,2,796.46,6.681431676661297,1.0986122886681096,2,4,4,10,1,Loyal,0.5
14101,1,1,656.72,6.488779308846025,0.6931471805599453,5,1,4,10,1,Loyal,0.5
14105,100,1,646.3000000000001,6.472809865551465,0.6931471805599453,1,1,4,6,0,Lost,0.5
14106,117,1,214.79999999999998,5.374352052824034,0.6931471805599453,1,1,2,4,0,Lost,0.5
14107,110,1,163.26,5.101450538312046,0.6931471805599453,1,1,1,3,0,Lost,0.5
14108,110,2,447.05,6.104904833330228,1.0986122886681096,1,4,3,8,0,Lost,0.5
14110,3,5,1605.2900000000002,7.3816824510571974,1.791759469228055,5,5,5,15,3,Champions,0.5
14112,34,1,1033.55,6.94172182854541,0.6931471805599453,3,1,4,8,1,Loyal,0.5
14113,41,5,1421.19,7.259953216064832,1.791759469228055,3,5,5,13,3,Champions,0.5
14115,46,1,117.80000000000001,4.777441406928545,0.6931471805599453,2,1,1,4,2,Loyal,0.5
14119,98,1,66.48,4.211831257677767,0.6931471805599453,1,1,1,3,0,Lost,0.625
14122,108,2,131.58999999999997,4.887261660126627,1.0986122886681096,1,4,1,6,0,Lost,0.5
14123,112,1,436.18,6.0803450096018565,0.6931471805599453,1,1,3,5,0,Lost,0.5
14130,107,1,339.87,5.831501172924694,0.6931471805599453,1,1,3,5,0,Lost,0.5
14131,28,1,168.22,5.1311996434963545,0.6931471805599453,3,1,1,5,2,Loyal,0.5
14133,113,1,305.5,5.725217755376266,0.6931471805599453,1,1,2,4,0,Lost,0.5
14134,34,4,2805.14,7.939565152504032,1.6094379124341003,3,5,5,13,3,Champions,0.5
14135,25,3,1942.28,7.572132546045968,1.3862943611198906,4,4,5,13,1,Loyal,0.5
14136,24,3,909.23,6.813697314828437,1.3862943611198906,4,4,4,12,1,Loyal,0.5
14137,75,1,332.7,5.810242385757328,0.6931471805599453,1,1,2,4,0,Lost,0.5
14142,25,1,359.53000000000003,5.887575171015719,0.6931471805599453,4,1,3,8,2,Loyal,0.5
14146,13,4,1433.61,7.268648314252174,1.6094379124341003,4,5,5,14,3,Champions,0.5
14147,20,1,248.2,5.518255786913298,0.6931471805599453,4,1,2,7,2,Loyal,0.5
14151,52,2,679.45,6.5227543440063265,1.0986122886681096,2,4,4,10,1,Loyal,0.5
14152,39,1,301.31,5.711452980960421,0.6931471805599453,3,1,2,6,2,Loyal,0.5
14154,75,1,530.34,6.27540211765478,0.6931471805599453,1,1,3,5,0,Lost,0.5
14157,25,1,152.85,5.035978101768051,0.6931471805599453,4,1,1,6,2,Loyal,0.5
14159,10,4,1161.63,7.058439959166221,1.6094379124341003,5,5,5,15,3,Champions,0.5
14160,6,6,7238.09,8.8872507868723,1.9459101490553132,5,5,5,15,3,Champions,0.5
14161,15,2,933.7,6.840225622188537,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14166,6,1,110.0,4.709530201312334,0.6931471805599453,5,1,1,7,2,Loyal,0.5
14167,4,2,324.3,5.784747833479305,1.0986122886681096,5,4,2,11,1,Loyal,0.5
14171,110,1,135.0,4.912654885736052,0.6931471805599453,1,1,1,3,0,Lost,0.5
14172,18,2,132.25,4.892227063045954,1.0986122886681096,4,4,1,9,2,Loyal,0.5
14173,21,2,135.16,4.913830664825064,1.0986122886681096,4,4,1,9,2,Loyal,0.5
14175,7,1,851.96,6.748712653074451,0.6931471805599453,5,1,4,10,1,Loyal,0.5
14177,31,2,472.49,6.1601307930789355,1.0986122886681096,3,4,3,10,1,Loyal,0.5
14186,24,1,204.34,5.324667141870819,0.6931471805599453,4,1,2,7,2,Loyal,0.5
14190,46,1,79.9,4.393213824064446,0.6931471805599453,2,1,1,4,2,Loyal,0.5
14191,108,1,15.9,2.827313621929028,0.6931471805599453,1,1,1,3,0,Lost,0.5
14194,26,3,1509.39,7.320123174606607,1.3862943611198906,3,4,5,12,1,Loyal,0.5
14195,13,1,807.2,6.694809552644373,0.6931471805599453,4,1,4,9,1,Loyal,0.5
14198,40,2,282.89,5.648586839188251,1.0986122886681096,3,4,2,9,2,Loyal,0.5
14202,4,1,241.20000000000002,5.489763831118992,0.6931471805599453,5,1,2,8,2,Loyal,0.5
14204,117,1,371.27000000000004,5.919619397454638,0.6931471805599453,1,1,3,5,0,Lost,0.5
14205,22,1,232.65,5.453824269146435,0.6931471805599453,4,1,2,7,2,Loyal,0.5
14207,67,1,157.8,5.067645548813036,0.6931471805599453,2,1,1,4,0,Lost,0.5
14209,17,2,592.35,6.385784444111148,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14210,13,2,1082.64,6.988081023520038,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14211,62,2,408.40000000000003,6.014692673227189,1.0986122886681096,2,4,3,9,1,Loyal,0.5
14215,67,2,1259.11,7.138954297722264,1.0986122886681096,2,4,5,11,1,Loyal,0.5
14225,76,1,643.5,6.468474822379242,0.6931471805599453,1,1,4,6,0,Lost,0.5
14227,49,1,438.03,6.084567747870136,0.6931471805599453,2,1,3,6,2,Loyal,0.5
14233,23,1,425.3,6.055143323771165,0.6931471805599453,4,1,3,8,2,Loyal,0.5
14238,42,2,287.38,5.6642790548785005,1.0986122886681096,3,4,2,9,2,Loyal,0.5
14239,36,5,693.09,6.54260163509581,1.791759469228055,3,5,4,12,3,Champions,0.5
14241,76,1,120.0,4.795790545596741,0.6931471805599453,1,1,1,3,0,Lost,0.5
14244,40,1,366.41999999999996,5.906505607880791,0.6931471805599453,3,1,3,7,2,Loyal,0.5
14249,11,3,1337.64,7.199409452186318,1.3862943611198906,5,4,5,14,1,Loyal,0.5
14253,3,1,205.35000000000002,5.329573756198591,0.6931471805599453,5,1,2,8,2,Loyal,0.5
14256,74,1,940.3000000000001,6.847261898553175,0.6931471805599453,2,1,4,7,0,Lost,0.5
14257,27,1,1189.34,7.081994259582736,0.6931471805599453,3,1,5,9,1,Loyal,0.5
14258,11,5,8143.58,9.005107954329073,1.791759469228055,5,5,5,15,3,Champions,0.5
14274,66,1,256.6,5.551407994230199,0.6931471805599453,2,1,2,5,2,Loyal,0.5
14276,40,1,307.89,5.7329852264642955,0.6931471805599453,3,1,2,6,2,Loyal,0.5
14277,75,2,587.87,6.378205446217867,1.0986122886681096,1,4,4,9,0,Lost,0.5
14279,60,1,110.5,4.7140245909001735,0.6931471805599453,2,1,1,4,2,Loyal,0.5
14282,42,1,897.0,6.8001700683022,0.6931471805599453,3,1,4,8,1,Loyal,0.5
14284,33,1,704.4,6.558765017801951,0.6931471805599453,3,1,4,8,2,Loyal,0.5
14285,38,2,427.84999999999997,6.0611072074364305,1.0986122886681096,3,4,3,10,1,Loyal,0.5
14286,19,3,2613.02,7.868644545264308,1.3862943611198906,4,4,5,13,3,Champions,0.5
14290,21,2,1385.1100000000001,7.234256541679972,1.0986122886681096,4,4,5,13,1,Loyal,0.5
14291,1,2,1439.88,7.273009317028802,1.0986122886681096,5,4,5,14,1,Loyal,0.5
14292,10,1,704.58,6.559020159619662,0.6931471805599453,5,1,4,10,1,Loyal,0.5
14293,67,3,1259.35,7.139144739150198,1.3862943611198906,2,4,5,11,1,Loyal,0.5
14295,110,2,598.85,6.396679623960937,1.0986122886681096,1,4,4,9,0,Lost,0.5
14298,25,8,7107.61,8.869062004388043,2.1972245773362196,4,5,5,14,3,Champions,0.5
14299,11,6,3941.8,8.279646409791283,1.9459101490553132,5,5,5,15,3,Champions,0.5
14301,46,1,307.25,5.730911142044453,0.6931471805599453,2,1,2,5,2,Loyal,0.5
14302,42,2,471.25,6.157508506381619,1.0986122886681096,3,4,3,10,1,Loyal,0.5
14306,57,1,302.08,5.713996797063173,0.6931471805599453,2,1,2,5,2,Loyal,0.5
14307,6,3,1036.76,6.944819823118953,1.3862943611198906,5,4,4,13,1,Loyal,0.5
14315,14,1,365.43,5.903807507177435,0.6931471805599453,4,1,3,8,2,Loyal,0.5
14316,9,1,385.38,5.9568213411644075,0.6931471805599453,5,1,3,9,2,Loyal,0.5
14320,41,2,562.21,6.33365256036802,1.0986122886681096,3,4,3,10,1,Loyal,0.5
14322,17,2,153.60000000000002,5.040841136153322,1.0986122886681096,4,4,1,9,2,Loyal,0.5
14324,73,1,361.81,5.893879281256929,0.6931471805599453,2,1,3,6,0,Lost,0.5
14327,10,3,945.32,6.852580778237481,1.3862943611198906,5,4,4,13,1,Loyal,0.5
14329,31,3,1308.08,7.177079879397666,1.3862943611198906,3,4,5,12,1,Loyal,0.5
14330,3,1,200.63,5.3064343346499845,0.6931471805599453,5,1,2,8,2,Loyal,0.5
14341,5,5,1241.61,7.124969285239252,1.791759469228055,5,5,5,15,3,Champions,0.5
14343,13,2,719.39,6.5797927320283325,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14344,5,1,355.62,5.8766707891059005,0.6931471805599453,5,1,3,9,2,Loyal,0.5
14347,116,1,82.6,4.426043520090656,0.6931471805599453,1,1,1,3,0,Lost,0.5
14355,7,1,301.14,5.710890486115579,0.6931471805599453,5,1,2,8,2,Loyal,0.5
14365,61,1,324.5,5.785362461648624,0.6931471805599453,2,1,2,5,2,Loyal,0.5
14369,21,2,469.13,6.153009252203234,1.0986122886681096,4,4,3,11,1,Loyal,0.5
14370,5,2,566.4,6.341064522374751,1.0986122886681096,5,4,3,12,1,Loyal,0.5
14376,62,1,215.46,5.377405772867,0.6931471805599453,2,1,2,5,2,Loyal,0.5
14378,1,1,131.25,4.8846940707384086,0.6931471805599453,5,1,1,7,2,Loyal,0.5
14380,61,1,48.96,3.911222685257377,0.6931471805599453,2,1,1,4,2,Loyal,0.5
14388,25,2,756.84,6.630472281567279,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14396,29,4,1140.19,7.039826856595028,1.6094379124341003,3,5,5,13,3,Champions,0.5
14399,12,2,677.55,6.5199581685273795,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14400,11,1,656.25,6.488064463609991,0.6931471805599453,5,1,4,10,2,Loyal,0.5
14401,28,4,1336.94,7.198886396633367,1.6094379124341003,3,5,5,13,3,Champions,0.5
14402,32,1,285.6,5.6580875153940715,0.6931471805599453,3,1,2,6,2,Loyal,0.5
14403,19,1,176.39999999999998,5.178407069875479,0.6931471805599453,4,1,1,6,2,Loyal,0.5
14404,21,4,694.7,6.544918532929596,1.6094379124341003,4,5,4,13,1,Loyal,0.5
14408,9,2,730.44,6.595015193856171,1.0986122886681096,5,4,4,13,1,Loyal,0.5
14413,61,2,465.5,6.1452580202873985,1.0986122886681096,2,4,3,9,1,Loyal,0.5
14415,45,2,1187.32,7.080295823920986,1.0986122886681096,3,4,5,12,1,Loyal,0.5
14420,71,1,400.8,5.995954452380834,0.6931471805599453,2,1,3,6,0,Lost,0.5
14421,63,2,1021.5,6.930005887916956,1.0986122886681096,2,4,4,10,1,Loyal,0.5
14422,18,4,1481.18,7.301269255970547,1.6094379124341003,4,5,5,14,3,Champions,0.5
14423,74,1,244.79999999999998,5.504518197131935,0.6931471805599453,2,1,2,5,0,Lost,0.5714285714285714
14425,102,2,422.29,6.048057523340435,1.0986122886681096,1,4,3,8,0,Lost,0.5
14426,25,1,437.24,6.082766705514768,0.6931471805599453,4,1,3,8,2,Loyal,0.5
14427,11,1,595.1,6.390408438225881,0.6931471805599453,5,1,4,10,2,Loyal,0.5
14431,67,1,537.25,6.288323136244473,0.6931471805599453,2,1,3,6,0,Lost,0.5
14439,63,2,3939.08,8.278956306654372,1.0986122886681096,2,4,5,11,1,Loyal,0.5
14440,26,3,1859.15,7.528412408616891,1.3862943611198906,3,4,5,12,1,Loyal,0.5
14441,70,1,369.44,5.9146914883020685,0.6931471805599453,2,1,3,6,0,Lost,0.5
14442,70,1,838.75,6.733104228492402,0.6931471805599453,2,1,4,7,0,Lost,0.5
14451,8,3,602.13,6.402132762214328,1.3862943611198906,5,4,4,13,1,Loyal,0.5
14454,50,2,323.9,5.783517442675055,1.0986122886681096,2,4,2,8,2,Loyal,0.5
14459,31,1,3537.821,8.171548899806611,0.6931471805599453,3,1,5,9,1,Loyal,0.5
14460,47,2,221.4,5.404477562376427,1.0986122886681096,2,4,2,8,2,Loyal,0.5
14461,70,1,305.44,5.72502197764862,0.6931471805599453,2,1,2,5,0,Lost,0.5
14464,6,1,60.0,4.110873864173311,0.6931471805599453,5,1,1,7,2,Loyal,0.5
14465,12,4,969.24,6.877543463573898,1.6094379124341003,4,5,4,13,3,Champions,0.5
14466,29,4,892.3,6.794922470707793,1.6094379124341003,3,5,4,12,1,Loyal,0.5
14467,13,2,250.19,5.5262096248844506,1.0986122886681096,4,4,2,10,2,Loyal,0.5
14468,113,1,204.24,5.324180026073764,0.6931471805599453,1,1,2,4,0,Lost,0.5
14469,59,1,421.45,6.046071096598854,0.6931471805599453,2,1,3,6,2,Loyal,0.5
14471,112,1,208.82999999999998,5.346297679066604,0.6931471805599453,1,1,2,4,0,Lost,0.5
14472,69,1,266.05,5.587435906785779,0.6931471805599453,2,1,2,5,0,Lost,0.5
14477,83,1,165.0,5.111987788356544,0.6931471805599453,1,1,1,3,0,Lost,0.5
14478,62,2,578.68,6.362476227146767,1.0986122886681096,2,4,4,10,1,Loyal,0.5
14479,113,1,355.13,5.875295832733553,0.6931471805599453,1,1,3,5,0,Lost,0.5
14480,97,1,303.85,5.719819852353825,0.6931471805599453,1,1,2,4,0,Lost,0.5
14481,57,1,401.32,5.9972477918637095,0.6931471805599453,2,1,3,6,2,Loyal,0.5
14483,116,1,120.0,4.795790545596741,0.6931471805599453,1,1,1,3,0,Lost,0.5
14484,17,2,528.6800000000001,6.272273050616591,1.0986122886681096,4,4,3,11,1,Loyal,0.5
14493,21,1,553.7,6.318427427061189,0.6931471805599453,4,1,3,8,2,Loyal,0.5
14494,111,1,114.3,4.747537427275013,0.6931471805599453,1,1,1,3,0,Lost,0.625
14495,39,1,51.0,3.9512437185814275,0.6931471805599453,3,1,1,5,2,Loyal,0.5
14496,13,1,754.26,6.6270620608279165,0.6931471805599453,4,1,4,9,1,Loyal,0.5
14497,53,1,221.69,5.405780669797565,0.6931471805599453,2,1,2,5,2,Loyal,0.5
14505,36,3,1689.52,7.432791452897241,1.3862943611198906,3,4,5,12,1,Loyal,0.5
14507,29,2,392.9,5.97609706997686,1.0986122886681096,3,4,3,10,1,Loyal,0.5
14512,112,1,153.28,5.038769133340027,0.6931471805599453,1,1,1,3,0,Lost,0.5
14514,63,2,1365.19,7.219781122698424,1.0986122886681096,2,4,5,11,1,Loyal,0.5
14519,63,2,203.14,5.318806032975353,1.0986122886681096,2,4,2,8,2,Loyal,0.5
14522,4,3,661.5400000000001,6.496080933396229,1.3862943611198906,5,4,4,13,1,Loyal,0.5
14525,41,3,760.54,6.635342698861124,1.3862943611198906,3,4,4,11,1,Loyal,0.5
14530,6,3,610.05,6.41517878888401,1.3862943611198906,5,4,4,13,1,Loyal,0.5
14532,15,3,1196.38,7.0878911154955695,1.3862943611198906,4,4,5,13,1,Loyal,0.5
14534,14,1,371.7,5.9207738064852125,0.6931471805599453,4,1,3,8,2,Loyal,0.5
14535,4,2,1373.64,7.2259471576384895,1.0986122886681096,5,4,5,14,1,Loyal,0.5
14537,3,1,285.84000000000003,5.658924569014374,0.6931471805599453,5,1,2,8,2,Loyal,0.5
14538,62,1,452.6,6.117215752413542,0.6931471805599453,2,1,3,6,2,Loyal,0.5
14540,55,4,1101.81,7.005616746935877,1.6094379124341003,2,5,4,11,1,Loyal,0.5
14541,7,3,467.58000000000004,6.149706844838494,1.3862943611198906,5,4,3,12,1,Loyal,0.5
14543,6,7,3246.5,8.085640748544755,2.0794415416798357,5,5,5,15,3,Champions,0.5
14545,53,1,349.25,5.858647185217117,0.6931471805599453,2,1,3,6,2,Loyal,0.5
14546,50,2,1027.64,6.935992820393377,1.0986122886681096,2,4,4,10,1,Loyal,0.5
14548,113,2,596.18,6.3922185754860275,1.0986122886681096,1,4,4,9,0,Lost,0.5
14549,117,1,313.27,5.750252489041052,0.6931471805599453,1,1,2,4,0,Lost,0.5
14551,61,1,148.85,5.009634793762672,0.6931471805599453,2,1,1,4,2,Loyal,0.5
14555,101,1,290.65,5.675554453199647,0.6931471805599453,1,1,2,4,0,Lost,0.5
14556,32,2,481.98,6.179975244927748,1.0986122886681096,3,4,3,10,1,Loyal,0.5
14558,34,3,655.5,6.486922693742851,1.3862943611198906,3,4,4,11,1,Loyal,0.5
14560,25,8,1919.8,7.560497044907043,2.1972245773362196,4,5,5,14,3,Champions,0.5
14562,21,2,462.28000000000003,6.138331622917534,1.0986122886681096,4,4,3,11,1,Loyal,0.5
14564,115,1,989.18,6.8978867447835315,0.6931471805599453,1,1,4,6,0,Lost,0.5
14572,1,1,379.04,5.940276510338549,0.6931471805599453,5,1,3,9,2,Loyal,0.5
14573,79,1,236.8,5.471429984256681,0.6931471805599453,1,1,2,4,0,Lost,0.5
14574,112,1,143.70000000000002,4.974662633637438,0.6931471805599453,1,1,1,3,0,Lost,0.5
14577,61,2,320.79,5.77389915887345,1.0986122886681096,2,4,2,8,2,Loyal,0.5
14584,9,2,392.65999999999997,5.975487592584841,1.0986122886681096,5,4,3,12,1,Loyal,0.5
14590,6,10,1485.25,7.304011448004991,2.3978952727983707,5,5,5,15,3,Champions,0.5
14593,26,5,1190.05,7.082590550002228,1.791759469228055,3,5,5,13,3,Champions,0.5
14595,68,1,202.35,5.314928632353234,0.6931471805599453,2,1,2,5,0,Lost,0.5
14596,6,1,222.22000000000003,5.408157832227569,0.6931471805599453,5,1,2,8,2,Loyal,0.5
14602,35,1,205.35999999999999,5.329622216376449,0.6931471805599453,3,1,2,6,2,Loyal,0.5
14604,13,1,143.85999999999999,4.97576775876718,0.6931471805599453,4,1,1,6,2,Loyal,0.4
14605,111,2,208.6,5.345200952446887,1.0986122886681096,1,4,2,7,0,Lost,0.5
14606,5,32,6190.75,8.730973039777481,3.4965075614664802,5,5,5,15,3,Champions,0.25
14607,10,5,6360.77,8.758061919502174,1.791759469228055,5,5,5,15,3,Champions,0.5
14608,108,2,581.22,6.366848383177691,1.0986122886681096,1,4,4,9,0,Lost,0.5
14609,48,1,53.28,3.9941558349666684,0.6931471805599453,2,1,1,4,2,Loyal,0.5
14613,60,1,76.32000000000001,4.34795265434013,0.6931471805599453,2,1,1,4,2,Loyal,0.5714285714285714
14621,63,1,518.35,6.2525780296738205,0.6931471805599453,2,1,3,6,2,Loyal,0.5
14625,60,2,1034.07,6.942224336262713,1.0986122886681096,2,4,4,10,1,Loyal,0.5
14626,81,2,768.98,6.6463645404844245,1.0986122886681096,1,4,4,9,0,Lost,0.5
14628,21,2,693.73,6.543523280874677,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14637,56,1,106.67999999999999,4.679163865896418,0.6931471805599453,2,1,1,4,2,Loyal,0.5
14639,41,1,745.47,6.615355428629842,0.6931471805599453,3,1,4,8,2,Loyal,0.5
14640,4,2,807.1,6.694685813239402,1.0986122886681096,5,4,4,13,1,Loyal,0.5
14643,6,2,661.48,6.495990368725445,1.0986122886681096,5,4,4,13,1,Loyal,0.5
14644,115,1,338.5,5.827473946998751,0.6931471805599453,1,1,3,5,0,Lost,0.5
14645,14,1,279.8,5.637642672151656,0.6931471805599453,4,1,2,7,2,Loyal,0.5
14648,11,4,675.13,6.516385365246518,1.6094379124341003,5,5,4,14,1,Loyal,0.5
14649,24,2,913.72,6.818618007515661,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14651,11,2,376.85,5.934497291466729,1.0986122886681096,5,4,3,12,1,Loyal,0.5
14653,61,3,1125.45,7.026826373623152,1.3862943611198906,2,4,5,11,1,Loyal,0.5
14654,118,1,246.86,5.512864070636728,0.6931471805599453,1,1,2,4,0,Lost,0.5
14662,12,2,218.25,5.390212631252292,1.0986122886681096,4,4,2,10,2,Loyal,0.5
14667,14,8,2830.2,7.948455929031254,2.1972245773362196,4,5,5,14,3,Champions,0.5
14669,13,4,1957.54,7.579954576691043,1.6094379124341003,4,5,5,14,3,Champions,0.5
14670,112,1,190.47,5.254731138385114,0.6931471805599453,1,1,1,3,0,Lost,0.5
14672,60,1,155.86,5.05535368778452,0.6931471805599453,2,1,1,4,2,Loyal,0.5
14676,19,1,655.92,6.48756224546936,0.6931471805599453,4,2,4,10,2,Loyal,0.5
14679,110,1,438.74,6.086183643165814,0.6931471805599453,1,2,3,6,0,Lost,0.5
14681,24,2,168.0,5.1298987149230735,1.0986122886681096,4,4,1,9,2,Loyal,0.5
14682,3,2,469.22,6.153200670292828,1.0986122886681096,5,4,3,12,1,Loyal,0.5
14685,4,7,3795.94,8.241950758158044,2.0794415416798357,5,5,5,15,3,Champions,0.5
14686,38,2,302.92,5.71676450887937,1.0986122886681096,3,4,2,9,2,Loyal,0.5
14695,112,2,911.6800000000001,6.81638532627737,1.0986122886681096,1,4,4,9,0,Lost,0.5
14701,64,1,472.18,6.159475865784143,0.6931471805599453,2,2,3,7,2,Loyal,0.5
14702,10,4,1292.09,7.164789981917948,1.6094379124341003,5,5,5,15,3,Champions,0.5
14704,3,1,112.14,4.72862598991501,0.6931471805599453,5,2,1,8,2,Loyal,0.5
14709,7,4,1309.75,7.178354771452642,1.6094379124341003,5,5,5,15,3,Champions,0.5
14710,109,2,73.5,4.310799125385514,1.0986122886681096,1,4,1,6,0,Lost,0.5
14713,17,3,578.9399999999999,6.362924649913461,1.3862943611198906,4,4,4,12,1,Loyal,0.5
14714,67,1,149.0,5.0106352940962555,0.6931471805599453,2,2,1,5,0,Lost,0.5
14715,69,1,286.43,5.660979352330892,0.6931471805599453,2,2,2,6,0,Lost,0.5
14717,113,1,81.3,4.410371107683024,0.6931471805599453,1,2,1,4,0,Lost,0.5
14723,115,1,141.63,4.960253864535331,0.6931471805599453,1,2,1,4,0,Lost,0.5
14726,34,1,116.5,4.7664383335842135,0.6931471805599453,3,2,1,6,2,Loyal,0.5
14729,5,2,272.75,5.612215281130711,1.0986122886681096,5,4,2,11,2,Loyal,0.5
14732,31,6,1327.19,7.191572392091672,1.9459101490553132,3,5,5,13,3,Champions,0.5
14735,1,8,1922.6000000000001,7.561953709403507,2.1972245773362196,5,5,5,15,3,Champions,0.5
14738,112,1,311.2,5.743644008081332,0.6931471805599453,1,2,2,5,0,Lost,0.5
14739,6,6,2949.12,7.989601126472641,1.9459101490553132,5,5,5,15,3,Champions,0.5
14740,24,2,429.82,6.065690369459953,1.0986122886681096,4,4,3,11,1,Loyal,0.5
14745,17,1,415.3,6.03140615420093,0.6931471805599453,4,2,3,9,2,Loyal,0.5
14748,24,1,363.56,5.898691146955628,0.6931471805599453,4,2,3,9,2,Loyal,0.5
14750,115,1,112.03,4.72765327020264,0.6931471805599453,1,2,1,4,0,Lost,0.5
14751,64,2,126.45,4.847724130822124,1.0986122886681096,2,4,1,7,2,Loyal,0.5
14754,70,1,356.61,5.879443007114185,0.6931471805599453,2,2,3,7,0,Lost,0.5
14755,27,5,1411.4,7.253045664054231,1.791759469228055,3,5,5,13,3,Champions,0.5
14762,5,1,117.05000000000001,4.771108263531522,0.6931471805599453,5,2,1,8,2,Loyal,0.5
14769,6,4,2141.37,7.6696679718515615,1.6094379124341003,5,5,5,15,3,Champions,0.5
14770,31,1,936.28,6.842982063639369,0.6931471805599453,3,2,4,9,1,Loyal,0.5
14771,1,2,594.62,6.3896028798296856,1.0986122886681096,5,4,4,13,1,Loyal,0.5
14783,38,1,307.3,5.731073334892105,0.6931471805599453,3,2,2,7,2,Loyal,0.5
14790,99,2,567.96,6.343810132885485,1.0986122886681096,1,4,3,8,0,Lost,0.5
14796,10,3,622.0500000000001,6.434626772388877,1.3862943611198906,5,4,4,13,1,Loyal,0.5
14798,28,1,187.37,5.238408113794128,0.6931471805599453,3,2,1,6,2,Loyal,0.5
14799,117,1,180.45,5.20098013365908,0.6931471805599453,1,2,1,4,0,Lost,0.5
14805,1,1,197.78,5.2921986855398595,0.6931471805599453,5,2,2,9,2,Loyal,0.5
14807,29,1,349.64,5.859760056110554,0.6931471805599453,3,2,3,8,2,Loyal,0.5
14817,7,1,546.03,6.304503645525018,0.6931471805599453,5,2,3,10,2,Loyal,0.5
14818,27,1,105.55,4.668614358544626,0.6931471805599453,3,2,1,6,2,Loyal,0.5
14819,97,1,29.79,3.427189961936409,0.6931471805599453,1,2,1,4,0,Lost,0.5
14820,57,1,115.2,4.755312844417811,0.6931471805599453,2,2,1,5,2,Loyal,0.5
14821,11,3,293.65,5.685788211283922,1.3862943611198906,5,4,2,11,1,Loyal,0.5
14824,17,1,795.5,6.680227129350103,0.6931471805599453,4,2,4,10,1,Loyal,0.5
14826,75,1,177.9,5.186826990514674,0.6931471805599453,1,2,1,4,0,Lost,0.5
14828,19,4,3305.84,8.1037483295918,1.6094379124341003,4,5,5,14,3,Champions,0.375
14831,60,3,1676.57,7.425101596738257,1.3862943611198906,2,4,5,11,1,Loyal,0.5
14832,9,1,322.69,5.779786267653029,0.6931471805599453,5,2,2,9,2,Loyal,0.5
14837,64,1,277.68,5.630064170161918,0.6931471805599453,2,2,2,6,2,Loyal,0.5
14838,116,1,119.10000000000001,4.788324729085938,0.6931471805599453,1,2,1,4,0,Lost,0.5
14839,83,1,425.06,6.0545801814220574,0.6931471805599453,1,2,3,6,0,Lost,0.5
14841,24,4,1627.59,7.395469888771026,1.6094379124341003,4,5,5,14,3,Champions,0.5
14849,1,4,2024.7,7.613670598819761,1.6094379124341003,5,5,5,15,3,Champions,0.5
14851,10,1,318.06,5.765379172872851,0.6931471805599453,5,2,2,9,2,Loyal,0.5
14852,23,2,427.04,6.059216649158801,1.0986122886681096,4,4,3,11,1,Loyal,0.5
14854,66,1,302.06,5.713930805708016,0.6931471805599453,2,2,2,6,2,Loyal,0.5
14857,14,2,843.471,6.738710395812166,1.0986122886681096,4,4,4,12,1,Loyal,0.5
14861,52,3,606.36,6.409121695981509,1.3862943611198906,2,4,4,10,1,Loyal,0.5
14865,117,1,31.200000000000003,3.4719664525503626,0.6931471805599453,1,2,1,4,0,Lost,0.5
14867,26,6,695.29,6.545766240219636,1.9459101490553132,3,5,4,12,3,Champions,0.5
